SORBI_3001G000100	Sobic.001G000100	Sb01g000200	-
SORBI_3006G050000	Sobic.006G050000	Sb06g013260	similar to OSIGBa0135C09.4 protein
SORBI_3006G050100	Sobic.006G050100	Sb06g013470	similar to OSJNBb0006N15.14 protein
SORBI_3006G050300	Sobic.006G050300	Sb06g013730	similar to OSIGBa0148P16.3 protein
SORBI_3006G050600	Sobic.006G050600	Sb06g013760	similar to OSIGBa0148P16.6 protein
SORBI_3006G050800	Sobic.006G050800	Sb06g013780	PTHR13789:SF1 - FAD/NAD(P)-BINDING OXIDOREDUCTASE FAMILY PROTEIN-RELATED (1 of 4)
SORBI_3006G051000	Sobic.006G051000	Sb06g013790	similar to Putative DNA primase large subunit
SORBI_3006G051300	Sobic.006G051300	Sb06g013820	similar to OSIGBa0075F02.4 protein
SORBI_3006G051700	Sobic.006G051700	Sb06g013840	-
SORBI_3006G051700	Sobic.006G051700	Sb06g013840	PF00931//PF03106 - NB-ARC domain (NB-ARC)  // WRKY DNA -binding domain (WRKY) (1 of 3)
SORBI_3006G051900	Sobic.006G051900	Sb06g013860	similar to OSIGBa0096P03.2 protein
SORBI_3006G052100	Sobic.006G052100	Sb06g013890	similar to OSIGBa0096P03.3 protein
SORBI_3006G052200	Sobic.006G052200	Sb06g013900	similar to OSIGBa0096P03.3 protein
SORBI_3006G052300	Sobic.006G052300	Sb06g013910	similar to OSIGBa0096P03.4 protein
SORBI_3006G052400	Sobic.006G052400	Sb06g013920	similar to Os02g0510100 protein
SORBI_3006G052500	Sobic.006G052500	Sb06g013930	similar to OSIGBa0096P03.7 protein
SORBI_3006G052800	Sobic.006G052800	Sb06g013940	similar to OSIGBa0096P03.7 protein
SORBI_3006G053000	Sobic.006G053000	Sb06g013950	PTHR22814//PTHR22814:SF142 - COPPER TRANSPORT PROTEIN ATOX1-RELATED (1 of 2)
SORBI_3006G053100	Sobic.006G053100	Sb06g013960	similar to OSIGBa0132D06.2 protein
SORBI_3006G053200	Sobic.006G053200	Sb06g013970	similar to OSIGBa0132D06.3 protein
SORBI_3006G053400	Sobic.006G053400	Sb06g013990	similar to OSIGBa0132D06.5 protein
SORBI_3006G053500	Sobic.006G053500	Sb06g014000	-
SORBI_3006G053500	Sobic.006G053500	Sb06g014000	PTHR14790:SF15 - RECQ-MEDIATED GENOME INSTABILITY PROTEIN 1 (1 of 1)
SORBI_3006G053700	Sobic.006G053700	Sb06g014210	similar to OSIGBa0145N07.1 protein
SORBI_3006G054200	Sobic.006G054200	Sb06g014250	-
SORBI_3006G054200	Sobic.006G054200	Sb06g014250	PTHR24223:SF165 - ABC TRANSPORTER C FAMILY MEMBER 15-RELATED (1 of 2)
SORBI_3006G054300	Sobic.006G054300	Sb06g014260	similar to OSIGBa0145N07.5 protein
SORBI_3006G054500	Sobic.006G054500	Sb06g014280	similar to Membrane-anchored ubiquitin-fold protein 4 precursor
SORBI_3006G054600	Sobic.006G054600	Sb06g014300	similar to Glutaredoxin-C3
SORBI_3006G054700	Sobic.006G054700	Sb06g014310	similar to Putative uncharacterized protein STK
SORBI_3006G054800	Sobic.006G054800	Sb06g014320	similar to H0718E12.3 protein
SORBI_3006G055200	Sobic.006G055200	Sb06g014350	similar to H0718E12.5 protein
SORBI_3006G055300	Sobic.006G055300	Sb06g014360	similar to H0718E12.7 protein
SORBI_3006G055400	Sobic.006G055400	Sb06g014370	similar to OSJNBa0072K14.9 protein
SORBI_3006G055600	Sobic.006G055600	Sb06g014400	similar to Heat shock 70 kDa protein
SORBI_3006G055800	Sobic.006G055800	Sb06g014410	similar to HCF106 protein
SORBI_3006G056000	Sobic.006G056000	Sb06g014420	similar to OSJNBa0072K14.18 protein
SORBI_3006G056300	Sobic.006G056300	Sb06g014450	similar to Os06g0549900 protein
SORBI_3006G056400	Sobic.006G056400	Sb06g014460	PF09425 - Divergent CCT motif (CCT_2) (1 of 18)
SORBI_3006G056600	Sobic.006G056600	Sb06g014470	similar to Ribosomal protein L4/L1 family protein, expressed
SORBI_3006G056700	Sobic.006G056700	Sb06g014480	similar to OSJNBb0039F02.3 protein
SORBI_3006G057300	Sobic.006G057300	Sb06g014550	similar to Os03g0439500 protein
SORBI_3006G058000	Sobic.006G058000	Sb06g014580	similar to OSJNBa0039C07.2 protein
SORBI_3006G058100	Sobic.006G058100	Sb06g014590	similar to ATP-dependent Clp protease ATP-binding subunit clpA CD4B,chloroplast, putative, expressed
SORBI_3006G058300	Sobic.006G058300	Sb06g014630	-
SORBI_3006G058300	Sobic.006G058300	Sb06g014630	PTHR13445:SF3 - PROTEIN TSSC4 (1 of 1)
SORBI_3006G058400	Sobic.006G058400	Sb06g014640	similar to OSJNBa0039C07.7 protein
SORBI_3006G058500	Sobic.006G058500	Sb06g014650	similar to Os04g0397700 protein
SORBI_3006G058600	Sobic.006G058600	Sb06g014670	-
SORBI_3006G058600	Sobic.006G058600	Sb06g014670	KOG4660 - Protein Mei2, essential for commitment to meiosis, and related proteins (1 of 5)
SORBI_3006G058800	Sobic.006G058800	Sb06g014710	similar to H0209H04.1 protein
SORBI_3006G058900	Sobic.006G058900	Sb06g014720	similar to Cytochrome b-c1 complex subunit Rieske, mitochondrial precursor
SORBI_3006G059000	Sobic.006G059000	Sb06g014730	similar to H0209H04.3 protein
SORBI_3006G059100	Sobic.006G059100	Sb06g014740	similar to Pollen-specific protein C13 precursor
SORBI_3006G059700	Sobic.006G059700	Sb06g014790	similar to H0209H04.8 protein
SORBI_3006G059800	Sobic.006G059800	Sb06g014800	similar to OSIGBa0113L04.1 protein
SORBI_3006G059900	Sobic.006G059900	Sb06g014810	similar to Adenylate isopentenyltransferase
SORBI_3006G060000	Sobic.006G060000	Sb06g014820	similar to Phosphatidylinositol synthase
SORBI_3006G060200	Sobic.006G060200	Sb06g014840	weakly similar to OSIGBa0113L04.7 protein
SORBI_3006G060400	Sobic.006G060400	Sb06g014850	similar to OSIGBa0113L04.8 protein
SORBI_3006G060700	Sobic.006G060700	Sb06g014880	similar to OSIGBa0113L04.7 protein
SORBI_3006G060800	Sobic.006G060800	Sb06g014890	similar to OSIGBa0113L04.7 protein
SORBI_3006G060900	Sobic.006G060900	Sb06g014900	PTHR22814//PTHR22814:SF135 - COPPER TRANSPORT PROTEIN ATOX1-RELATED (1 of 4)
SORBI_3006G061000	Sobic.006G061000	Sb06g014910	similar to OSIGBa0155K12.4 protein
SORBI_3006G061100	Sobic.006G061100	Sb06g014920	similar to OSIGBa0155K12.5 protein
SORBI_3006G061300	Sobic.006G061300	Sb06g014930	similar to High-affinity potassium transporter
SORBI_3006G061700	Sobic.006G061700	Sb06g014950	similar to High-affinity potassium transporter
SORBI_3006G062100	Sobic.006G062100	Sb06g014960	similar to High-affinity potassium transporter
SORBI_3006G062200	Sobic.006G062200	Sb06g014970	similar to OSIGBa0155K12.7 protein
SORBI_3006G062400	Sobic.006G062400	Sb06g015010	weakly similar to OSJNBb0012E08.9 protein
SORBI_3006G062500	Sobic.006G062500	Sb06g015020	similar to OSJNBb0012E08.10 protein
SORBI_3006G062600	Sobic.006G062600	Sb06g015025	similar to OSJNBb0012E08.11 protein
SORBI_3006G062800	Sobic.006G062800	Sb06g015050	PTHR12419//PTHR12419:SF3 - OTU DOMAIN CONTAINING PROTEIN (1 of 1)
SORBI_3006G062900	Sobic.006G062900	Sb06g015060	similar to OSJNBb0118P14.4 protein
SORBI_3006G063100	Sobic.006G063100	Sb06g015070	weakly similar to OSJNBb0118P14.4 protein
SORBI_3006G063200	Sobic.006G063200	Sb06g015080	weakly similar to OSJNBb0118P14.4 protein
SORBI_3006G063500	Sobic.006G063500	Sb06g015100	similar to OSJNBb0118P14.4 protein
SORBI_3006G063600	Sobic.006G063600	Sb06g015110	similar to Os04g0403300 protein
SORBI_3006G063800	Sobic.006G063800	Sb06g015125	similar to Os04g0403400 protein
SORBI_3006G063900	Sobic.006G063900	Sb06g015130	similar to OSJNBb0118P14.7 protein
SORBI_3006G064000	Sobic.006G064000	Sb06g015140	weakly similar to Os04g0403600 protein
SORBI_3006G064100	Sobic.006G064100	Sb06g015150	similar to Os04g0403600 protein
SORBI_3006G064200	Sobic.006G064200	Sb06g015160	similar to H0502B11.1 protein
SORBI_3006G064400	Sobic.006G064400	Sb06g015170	similar to H0502B11.4 protein
SORBI_3006G064600	Sobic.006G064600	Sb06g015180	similar to H0502B11.5 protein
SORBI_3006G064800	Sobic.006G064800	Sb06g015200	similar to H0502B11.6 protein
SORBI_3006G065100	Sobic.006G065100	Sb06g015220	similar to H0502B11.7 protein
SORBI_3006G065200	Sobic.006G065200	Sb06g015230	similar to H0502B11.8 protein
SORBI_3006G065300	Sobic.006G065300	Sb06g015240	similar to H0502B11.10 protein
SORBI_3006G065600	Sobic.006G065600	Sb06g015260	-
SORBI_3006G065600	Sobic.006G065600	Sb06g015260	PF07082 - Protein of unknown function (DUF1350) (DUF1350) (1 of 2)
SORBI_3006G065700	Sobic.006G065700	Sb06g015270	similar to OSJNBa0042I15.3 protein
SORBI_3006G065800	Sobic.006G065800	Sb06g015280	similar to OSIGBa0142C11.1 protein
SORBI_3006G065900	Sobic.006G065900	Sb06g015290	similar to OSJNBa0042I15.6 protein
SORBI_3006G066100	Sobic.006G066100	Sb06g015300	weakly similar to H0901F07.19 protein
SORBI_3006G066200	Sobic.006G066200	Sb06g015310	similar to OSJNBa0042I15.8 protein
SORBI_3006G066300	Sobic.006G066300	Sb06g015315	PF05910 - Plant protein of unknown function (DUF868) (DUF868) (1 of 11)
SORBI_3006G066400	Sobic.006G066400	Sb06g015320	similar to OSIGBa0142C11.7 protein
SORBI_3006G066500	Sobic.006G066500	Sb06g015330	similar to OSJNBa0042I15.15 protein
SORBI_3006G066600	Sobic.006G066600	Sb06g015340	similar to DNA-binding protein S1FA2
SORBI_3006G066700	Sobic.006G066700	Sb06g015350	similar to H0321H01.9 protein
SORBI_3006G067300	Sobic.006G067300	Sb06g015390	PF00646 - F-box domain (F-box) (1 of 303)
SORBI_3006G067500	Sobic.006G067500	Sb06g015410	similar to H0321H01.11 protein
SORBI_3006G067600	Sobic.006G067600	Sb06g015420	similar to H0321H01.12 protein
SORBI_3006G067700	Sobic.006G067700	Sb06g015430	similar to H0321H01.14 protein
SORBI_3006G067800	Sobic.006G067800	Sb06g015440	similar to 60S acidic ribosomal protein P2A
SORBI_3006G067900	Sobic.006G067900	Sb06g015450	similar to H0717B12.1 protein
SORBI_3006G068000	Sobic.006G068000	Sb06g015460	similar to H0717B12.2 protein
SORBI_3006G068100	Sobic.006G068100	Sb06g015470	similar to H0717B12.3 protein
SORBI_3006G068200	Sobic.006G068200	Sb06g015480	similar to Os04g0411200 protein
SORBI_3006G068300	Sobic.006G068300	Sb06g015490	similar to H0717B12.4 protein
SORBI_3006G068400	Sobic.006G068400	Sb06g015520	PTHR15180:SF1 - GENERAL TRANSCRIPTION FACTOR 3C POLYPEPTIDE 1 (1 of 2)
SORBI_3006G068800	Sobic.006G068800	Sb06g015550	similar to H0717B12.6 protein
SORBI_3006G068900	Sobic.006G068900	Sb06g015560	weakly similar to H0717B12.8 protein
SORBI_3006G069000	Sobic.006G069000	Sb06g015570	similar to H0717B12.9 protein
SORBI_3006G069200	Sobic.006G069200	Sb06g015590	similar to OSIGBa0134P10.1 protein
SORBI_3006G069500	Sobic.006G069500	Sb06g015610	similar to OSIGBa0134P10.4 protein
SORBI_3006G070032	Sobic.006G070032	Sb0067s002010	3.2.1.26 - Beta-fructofuranosidase / Saccharase (1 of 16)
SORBI_3006G070298	Sobic.006G070298	Sb0067s002110	3.2.1.26 - Beta-fructofuranosidase / Saccharase (1 of 16)
SORBI_3006G070564	Sobic.006G070564	Sb0067s002130	3.2.1.26 - Beta-fructofuranosidase / Saccharase (1 of 16)
SORBI_3006G070830	Sobic.006G070830	Sb0067s002240	3.2.1.26 - Beta-fructofuranosidase / Saccharase (1 of 16)
SORBI_3006G071362	Sobic.006G071362	Sb0067s002260	PTHR24221:SF112 - ABC TRANSPORTER B FAMILY MEMBER 29, CHLOROPLASTIC (1 of 1)
SORBI_3006G072400	Sobic.006G072400	Sb06g016000	similar to OSIGBa0134P10.11 protein
SORBI_3006G072501	Sobic.006G072501	Sb06g016010	similar to OSIGBa0134P10.12 protein
SORBI_3006G073001	Sobic.006G073001	Sb06g016043	-
SORBI_3006G073200	Sobic.006G073200	Sb06g016060	similar to OSIGBa0137L20.4 protein
SORBI_3006G073300	Sobic.006G073300	Sb06g016070	similar to OSIGBa0137L20.5 protein
SORBI_3006G073400	Sobic.006G073400	Sb06g016080	similar to OSIGBa0137L20.6 protein
SORBI_3006G073500	Sobic.006G073500	Sb06g016090	similar to Putative membrane protein
SORBI_3006G073700	Sobic.006G073700	Sb06g016110	similar to H0622F05.5 protein
SORBI_3006G073800	Sobic.006G073800	Sb06g016120	similar to H0622F05.6 protein
SORBI_3006G073900	Sobic.006G073900	Sb06g016130	similar to H0622F05.7 protein
SORBI_3006G074000	Sobic.006G074000	Sb06g016140	similar to Dolichol-phosphate mannosyltransferase-like
SORBI_3006G074100	Sobic.006G074100	Sb06g016150	similar to OSIGBa0092M08.1 protein
SORBI_3006G074200	Sobic.006G074200	Sb06g016160	similar to OSIGBa0092M08.2 protein
SORBI_3006G074300	Sobic.006G074300	Sb06g016170	similar to OSIGBa0092M08.2 protein
SORBI_3006G074500	Sobic.006G074500	Sb06g016180	similar to OSIGBa0092M08.4 protein
SORBI_3006G074600	Sobic.006G074600	Sb06g016190	-
SORBI_3006G074600	Sobic.006G074600	Sb06g016190	PTHR12081//PTHR12081:SF45 - TRANSCRIPTION FACTOR E2F (1 of 1)
SORBI_3006G074800	Sobic.006G074800	Sb06g016200	PTHR13697:SF11 - 6-PHOSPHOFRUCTOKINASE 2 (1 of 2)
SORBI_3006G074900	Sobic.006G074900	Sb06g016210	similar to OSIGBa0092M08.7 protein
SORBI_3006G075000	Sobic.006G075000	Sb06g016230	similar to OSIGBa0092M08.8 protein
SORBI_3006G075100	Sobic.006G075100	Sb06g016250	similar to OSIGBa0092M08.9 protein
SORBI_3006G075200	Sobic.006G075200	Sb06g016260	similar to ALMT1-like protein
SORBI_3006G075300	Sobic.006G075300	Sb06g016270	similar to ALMT1-like protein
SORBI_3006G075500	Sobic.006G075500	Sb06g016290	similar to OSIGBa0092M08.12 protein
SORBI_3006G075600	Sobic.006G075600	Sb06g016295	similar to OSIGBa0092M08.13 protein
SORBI_3006G075801	Sobic.006G075801	Sb06g016300	similar to OSJNBb0108J11.6 protein
SORBI_3006G076000	Sobic.006G076000	Sb06g016310	similar to Extensin precursor
SORBI_3006G076400	Sobic.006G076400	Sb06g016330	similar to Histones H3 and H4
SORBI_3006G076500	Sobic.006G076500	Sb06g016350	similar to OSJNBb0108J11.20 protein
SORBI_3006G076601	Sobic.006G076601	Sb06g016360	similar to SWIB complex BAF60b domain-containing protein-like
SORBI_3006G076800	Sobic.006G076800	Sb06g016370	similar to H0525E10.6 protein
SORBI_3006G076900	Sobic.006G076900	Sb06g016380	similar to B1-2
SORBI_3006G077100	Sobic.006G077100	Sb06g016420	similar to OSJNBb0108J11.20 protein
SORBI_3006G077200	Sobic.006G077200	Sb06g016430	similar to H0525E10.10 protein
SORBI_3006G077300	Sobic.006G077300	Sb06g016440	similar to H0525E10.11 protein
SORBI_3006G077400	Sobic.006G077400	Sb06g016450	similar to H0525E10.12 protein
SORBI_3006G077500	Sobic.006G077500	Sb06g016460	similar to H0525E10.16 protein
SORBI_3006G077600	Sobic.006G077600	Sb06g016470	similar to Phosphatidylinositol N-acetylglucosaminyltransferase subunit, putative
SORBI_3006G077900	Sobic.006G077900	Sb06g016480	PTHR10314//PTHR10314:SF108 - SER/THR DEHYDRATASE, TRP SYNTHASE (1 of 1)
SORBI_3006G078000	Sobic.006G078000	Sb06g016490	-
SORBI_3006G078100	Sobic.006G078100	Sb06g016500	similar to Chromosome chr4 scaffold_205, whole genome shotgun sequence
SORBI_3006G078200	Sobic.006G078200	Sb06g016510	similar to Chitinase
SORBI_3006G078500	Sobic.006G078500	Sb06g016540	similar to OSIGBa0076I14.3 protein
SORBI_3006G078600	Sobic.006G078600	Sb06g016550	similar to OSIGBa0076I14.5 protein
SORBI_3006G078900	Sobic.006G078900	Sb06g016570	weakly similar to Putative uncharacterized protein OJ1729_E02.7
SORBI_3006G079000	Sobic.006G079000	Sb06g016575	PTHR12197//PTHR12197:SF178 - SET AND MYND DOMAIN CONTAINING (1 of 2)
SORBI_3006G079100	Sobic.006G079100	Sb06g016590	PTHR31080:SF1 - CELL WALL / VACUOLAR INHIBITOR OF FRUCTOSIDASE 2-RELATED (1 of 1)
SORBI_3006G079300	Sobic.006G079300	Sb06g016610	similar to OSJNBa0035I04.3 protein
SORBI_3006G079800	Sobic.006G079800	Sb06g016650	-
SORBI_3006G079800	Sobic.006G079800	Sb06g016650	PF12937 - F-box-like (F-box-like) (1 of 106)
SORBI_3006G080000	Sobic.006G080000	Sb06g016670	similar to OSJNBa0042L16.6 protein
SORBI_3006G080100	Sobic.006G080100	Sb06g016690	PTHR11638//PTHR11638:SF100 - ATP-DEPENDENT CLP PROTEASE (1 of 2)
SORBI_3006G080200	Sobic.006G080200	Sb06g016710	-
SORBI_3006G080200	Sobic.006G080200	Sb06g016710	PF00847 - AP2 domain (AP2) (1 of 171)
SORBI_3006G080300	Sobic.006G080300	Sb06g016720	similar to SET domain-containing protein SET102
SORBI_3006G080500	Sobic.006G080500	Sb06g016740	PTHR11514//PTHR11514:SF57 - MYC (1 of 4)
SORBI_3006G080700	Sobic.006G080700	Sb06g016760	similar to Cellulose synthase-like H1
SORBI_3006G080800	Sobic.006G080800	Sb06g016770	similar to Cellulose synthase-like H1
SORBI_3006G080900	Sobic.006G080900	Sb06g016780	similar to OSJNBa0042L16.16 protein
SORBI_3006G081000	Sobic.006G081000	Sb06g016790	2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1200)
SORBI_3006G081100	Sobic.006G081100	Sb06g016800	similar to 40S ribosomal protein S10
SORBI_3006G081200	Sobic.006G081200	Sb06g016810	similar to B0222C05.4 protein
SORBI_3006G081500	Sobic.006G081500	Sb06g016830	-
SORBI_3006G081500	Sobic.006G081500	Sb06g016830	2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1200)
SORBI_3006G081600	Sobic.006G081600	Sb06g016840	similar to OSJNBa0084A10.1 protein
SORBI_3006G081800	Sobic.006G081800	Sb06g016850	similar to Histones H3 and H4
SORBI_3006G081900	Sobic.006G081900	Sb06g016855	PF00646 - F-box domain (F-box) (1 of 303)
SORBI_3006G082000	Sobic.006G082000	Sb06g016860	similar to OSJNBa0084A10.2 protein
SORBI_3006G082100	Sobic.006G082100	Sb06g016870	similar to OSIGBa0160I14.3 protein
SORBI_3006G082200	Sobic.006G082200	Sb06g016880	similar to OSIGBa0160I14.4 protein
SORBI_3006G082400	Sobic.006G082400	Sb06g016910	similar to OSJNBa0084A10.5 protein
SORBI_3006G082500	Sobic.006G082500	Sb06g016920	similar to OSJNBa0084A10.6 protein
SORBI_3006G082600	Sobic.006G082600	Sb06g016930	similar to OSIGBa0160I14.7 protein
SORBI_3006G082900	Sobic.006G082900	Sb06g016950	similar to OSJNBa0084A10.10 protein
SORBI_3006G083201	Sobic.006G083201	Sb06g017210	PF03514 - GRAS domain family (GRAS) (1 of 81)
SORBI_3006G083300	Sobic.006G083300	Sb06g016980	similar to OSJNBa0084A10.14 protein
SORBI_3006G083400	Sobic.006G083400	Sb06g016990	similar to Protein disulfide isomerase
SORBI_3006G083800	Sobic.006G083800	Sb06g017025	similar to OSJNBa0088K19.7 protein
SORBI_3006G084000	Sobic.006G084000	Sb06g017040	similar to OSJNBa0088K19.13 protein
SORBI_3006G084100	Sobic.006G084100	Sb06g017050	similar to OSIGBa0102D10.1 protein
SORBI_3006G084300	Sobic.006G084300	Sb06g017070	PTHR24115:SF487 - KINESIN MOTOR FAMILY PROTEIN (1 of 1)
SORBI_3006G084400	Sobic.006G084400	Sb06g017080	similar to Probable L-ascorbate peroxidase 7, chloroplast precursor
SORBI_3006G084500	Sobic.006G084500	Sb06g017090	similar to OSIGBa0102D10.5 protein
SORBI_3006G084600	Sobic.006G084600	Sb06g017100	similar to OSIGBa0102D10.6 protein
SORBI_3006G085200	Sobic.006G085200	Sb06g017120	PTHR13890//PTHR13890:SF9 - RNA SPLICING PROTEIN MRS2, MITOCHONDRIAL (1 of 3)
SORBI_3006G085300	Sobic.006G085300	Sb06g017130	similar to OSJNBa0006B20.1 protein
SORBI_3006G085601	Sobic.006G085601	Sb06g017150	similar to OSJNBa0006B20.3 protein
SORBI_3006G085700	Sobic.006G085700	Sb06g017160	similar to OSJNBa0006B20.4 protein
SORBI_3006G085800	Sobic.006G085800	Sb06g017170	similar to OSJNBa0006B20.5 protein
SORBI_3006G085900	Sobic.006G085900	Sb06g017180	similar to H0315A08.2 protein
SORBI_3006G086100	Sobic.006G086100	Sb06g017200	2.7.7.6 - DNA-directed RNA polymerase / RNA polymerase III (1 of 54)
SORBI_3006G086400	Sobic.006G086400	Sb06g017230	similar to H0315A08.5 protein
SORBI_3006G086500	Sobic.006G086500	Sb06g017240	-
SORBI_3006G086500	Sobic.006G086500	Sb06g017240	PTHR24361//PTHR24361:SF337 - MITOGEN-ACTIVATED KINASE KINASE KINASE (1 of 1)
SORBI_3006G086600	Sobic.006G086600	Sb06g017250	similar to Os07g0563700 protein
SORBI_3006G086700	Sobic.006G086700	Sb06g017260	similar to U-box domain containing protein, expressed
SORBI_3006G086800	Sobic.006G086800	Sb06g017270	similar to H0315A08.11 protein
SORBI_3006G086900	Sobic.006G086900	Sb06g017280	similar to H0315A08.12 protein
SORBI_3006G087100	Sobic.006G087100	Sb06g017290	similar to H0525C06.2 protein
SORBI_3006G087200	Sobic.006G087200	Sb06g017300	similar to H0525C06.1 protein
SORBI_3006G087300	Sobic.006G087300	Sb06g017310	similar to EF hand family protein
SORBI_3006G087400	Sobic.006G087400	Sb06g017320	similar to H0315A08.13 protein
SORBI_3006G087500	Sobic.006G087500	Sb06g017330	similar to DNA replication licensing factor MCM3 homolog 1
SORBI_3006G087700	Sobic.006G087700	Sb06g017340	similar to H0525C06.4 protein
SORBI_3006G087800	Sobic.006G087800	Sb06g017345	-
SORBI_3006G087800	Sobic.006G087800	Sb06g017345	PF10537 - ATP-utilising chromatin assembly and remodelling N-terminal (WAC_Acf1_DNA_bd) (1 of 2)
SORBI_3006G087900	Sobic.006G087900	Sb06g017350	similar to OJ000114_01.11 protein
SORBI_3006G088000	Sobic.006G088000	Sb06g017360	similar to H0525C06.8 protein
SORBI_3006G088100	Sobic.006G088100	Sb06g017370	similar to H0525C06.9 protein
SORBI_3006G088200	Sobic.006G088200	Sb06g017380	similar to H0525C06.10 protein
SORBI_3006G088400	Sobic.006G088400	Sb06g017410	weakly similar to OJ000114_01.16 protein
SORBI_3006G089000	Sobic.006G089000	Sb06g017460	weakly similar to Helix-loop-helix DNA-binding domain containing protein, expressed
SORBI_3006G089300	Sobic.006G089300	Sb06g017470	similar to P0076O17.8 protein
SORBI_3006G089400	Sobic.006G089400	Sb06g017480	similar to Os04g0441900 protein
SORBI_3006G089500	Sobic.006G089500	Sb06g017490	similar to Auxin response factor 9
SORBI_3006G090000	Sobic.006G090000	Sb06g017530	similar to OSJNBa0064D20.12 protein
SORBI_3006G090100	Sobic.006G090100	Sb06g017540	similar to Os04g0442200 protein
