HORVU.MOREX.r3.1HG0000030	HORVU1Hr1G000030
Potri.009G084000	POPTR_009G084000v3
Potri.009G084100	POPTR_009G084100v3
Potri.009G084200	POPTR_009G084200v3
Potri.009G084300	POPTR_009G084300v3
Potri.009G084400	POPTR_009G084400v3
Potri.009G084500	POPTR_009G084500v3
Potri.009G084600	POPTR_009G084600v3
Potri.009G084666	POPTR_009G084666v3
Potri.009G084800	POPTR_009G084800v3
Potri.009G085000	POPTR_009G085000v3
Potri.009G085100	POPTR_009G085100v3
Potri.009G085300	POPTR_009G085300v3
Potri.009G085400	POPTR_009G085400v3
Potri.009G085500	POPTR_009G085500v3
Potri.009G085600	POPTR_009G085600v3
Potri.009G085700	POPTR_009G085700v3
Potri.009G085800	POPTR_009G085800v3
Potri.009G085900	POPTR_009G085900v3
Potri.009G086000	POPTR_009G086000v3
Potri.009G086100	POPTR_009G086100v3
Potri.009G086300	POPTR_009G086300v3
Potri.009G086400	POPTR_009G086400v3
Potri.009G086600	POPTR_009G086600v3
Potri.009G086700	POPTR_009G086700v3
Potri.009G086800	POPTR_009G086800v3
Potri.009G086900	POPTR_009G086900v3
Potri.009G087000	POPTR_009G087000v3
Potri.009G087100	POPTR_009G087100v3
Potri.009G087200	POPTR_009G087200v3
Potri.009G087400	POPTR_009G087400v3
Potri.009G087500	POPTR_009G087500v3
Potri.009G087600	POPTR_009G087600v3
Potri.009G087700	POPTR_009G087700v3
Potri.009G087800	POPTR_009G087800v3
Potri.009G088100	POPTR_009G088100v3
Potri.009G088200	POPTR_009G088200v3
Potri.009G088400	POPTR_009G088400v3
Potri.009G088466	POPTR_009G088466v3
Potri.009G088600	POPTR_009G088600v3
Potri.009G088700	POPTR_009G088700v3
Potri.009G088900	POPTR_009G088900v3
Potri.009G089000	POPTR_009G089000v3
Potri.009G089100	POPTR_009G089100v3
Potri.009G089200	POPTR_009G089200v3
Potri.009G089300	POPTR_009G089300v3
Potri.009G089400	POPTR_009G089400v3
Potri.009G089500	POPTR_009G089500v3
Potri.009G089600	POPTR_009G089600v3
Potri.009G089800	POPTR_009G089800v3
Potri.009G089900	POPTR_009G089900v3
Potri.009G090000	POPTR_009G090000v3
Potri.009G090100	POPTR_009G090100v3
Potri.009G090200	POPTR_009G090200v3
Potri.009G090300	POPTR_009G090300v3
Potri.009G090400	POPTR_009G090400v3
Potri.009G090500	POPTR_009G090500v3
Potri.009G090600	POPTR_009G090600v3
Potri.009G090700	POPTR_009G090700v3
Potri.009G090800	POPTR_009G090800v3
Potri.009G090900	POPTR_009G090900v3
Potri.009G091000	POPTR_009G091000v3
Potri.009G091100	POPTR_009G091100v3
Potri.009G091200	POPTR_009G091200v3
Potri.009G091400	POPTR_009G091400v3
Potri.009G091600	POPTR_009G091600v3
Potri.009G091700	POPTR_009G091700v3
Potri.009G091800	POPTR_009G091800v3
Potri.009G092100	POPTR_009G092100v3
Potri.009G092200	POPTR_009G092200v3
Potri.009G092300	POPTR_009G092300v3
Potri.009G092400	POPTR_009G092400v3
Potri.009G092500	POPTR_009G092500v3
Potri.009G092600	POPTR_009G092600v3
Potri.009G092700	POPTR_009G092700v3
Potri.009G092800	POPTR_009G092800v3
Potri.009G092900	POPTR_009G092900v3
Potri.009G093000	POPTR_009G093000v3
Potri.009G093100	POPTR_009G093100v3
Potri.009G093200	POPTR_009G093200v3
Potri.009G093300	POPTR_009G093300v3
Potri.009G093400	POPTR_009G093400v3
Potri.009G093500	POPTR_009G093500v3
Potri.009G093600	POPTR_009G093600v3
Potri.009G093700	POPTR_009G093700v3
Potri.009G093900	POPTR_009G093900v3
Potri.009G094001	POPTR_009G094001v3
Potri.009G094100	POPTR_009G094100v3
Potri.009G094200	POPTR_009G094200v3
Potri.009G094300	POPTR_009G094300v3
Potri.009G094400	POPTR_009G094400v3
Potri.009G094500	POPTR_009G094500v3
Potri.009G094600	POPTR_009G094600v3
Potri.009G094800	POPTR_009G094800v3
Potri.009G094900	POPTR_009G094900v3
Potri.009G095100	POPTR_009G095100v3
Potri.009G095300	POPTR_009G095300v3
Potri.009G095400	POPTR_009G095400v3
Potri.009G095500	POPTR_009G095500v3
Potri.009G095600	POPTR_009G095600v3
Potri.009G095700	POPTR_009G095700v3
Potri.009G095800	POPTR_009G095800v3
Potri.009G095900	POPTR_009G095900v3
Potri.009G096000	POPTR_009G096000v3
Potri.009G096200	POPTR_009G096200v3
Potri.009G096300	POPTR_009G096300v3
Potri.009G096400	POPTR_009G096400v3
Potri.009G096500	POPTR_009G096500v3
Potri.009G096600	POPTR_009G096600v3
Potri.009G096700	POPTR_009G096700v3
Potri.009G096800	POPTR_009G096800v3
Potri.009G096900	POPTR_009G096900v3
Potri.009G097000	POPTR_009G097000v3
Potri.009G097100	POPTR_009G097100v3
Potri.009G097300	POPTR_009G097300v3
Potri.009G097400	POPTR_009G097400v3
Potri.009G097500	POPTR_009G097500v3
Potri.009G097600	POPTR_009G097600v3
Potri.009G097750	POPTR_009G097750v3
Potri.009G097800	POPTR_009G097800v3
Potri.009G097900	POPTR_009G097900v3
Potri.009G098000	POPTR_009G098000v3
Potri.009G098100	POPTR_009G098100v3
Potri.009G098400	POPTR_009G098400v3
Potri.009G098601	POPTR_009G098601v3
Potri.009G098700	POPTR_009G098700v3
Potri.009G098800	POPTR_009G098800v3
Potri.009G098966	POPTR_009G098966v3
Potri.009G099032	POPTR_009G099032v3
Potri.009G099200	POPTR_009G099200v3
Potri.009G099300	POPTR_009G099300v3
Potri.009G099400	POPTR_009G099400v3
Potri.009G099500	POPTR_009G099500v3
Potri.009G099600	POPTR_009G099600v3
Potri.009G099800	POPTR_009G099800v3
Potri.009G100100	POPTR_009G100100v3
Potri.009G100200	POPTR_009G100200v3
Potri.009G100332	POPTR_009G100332v3
Potri.009G100400	POPTR_009G100400v3
Potri.009G100500	POPTR_009G100500v3
Potri.009G100600	POPTR_009G100600v3
Potri.009G100700	POPTR_009G100700v3
Potri.009G100800	POPTR_009G100800v3
Potri.009G100900	POPTR_009G100900v3
Potri.009G101300	POPTR_009G101300v3
Potri.009G101400	POPTR_009G101400v3
Potri.009G101500	POPTR_009G101500v3
Potri.009G101700	POPTR_009G101700v3
Potri.009G101800	POPTR_009G101800v3
Potri.009G101900	POPTR_009G101900v3
Potri.009G102000	POPTR_009G102000v3
Potri.009G102300	POPTR_009G102300v3
Potri.009G102400	POPTR_009G102400v3
Potri.009G102500	POPTR_009G102500v3
Potri.009G102600	POPTR_009G102600v3
Potri.009G102700	POPTR_009G102700v3
Potri.009G102800	POPTR_009G102800v3
Potri.009G102900	POPTR_009G102900v3
Potri.009G103000	POPTR_009G103000v3
Potri.009G103100	POPTR_009G103100v3
Potri.009G103200	POPTR_009G103200v3
Potri.009G103300	POPTR_009G103300v3
Potri.009G103400	POPTR_009G103400v3
Potri.009G103500	POPTR_009G103500v3
Potri.009G103600	POPTR_009G103600v3
Potri.009G103700	POPTR_009G103700v3
Potri.009G103800	POPTR_009G103800v3
Potri.009G104000	POPTR_009G104000v3
Potri.009G104100	POPTR_009G104100v3
Potri.009G104200	POPTR_009G104200v3
Potri.009G104300	POPTR_009G104300v3
Potri.009G104400	POPTR_009G104400v3
Potri.009G104600	POPTR_009G104600v3
Potri.009G104700	POPTR_009G104700v3
Potri.009G104800	POPTR_009G104800v3
Potri.009G104900	POPTR_009G104900v3
Potri.009G105000	POPTR_009G105000v3
Potri.009G105100	POPTR_009G105100v3
Potri.009G105200	POPTR_009G105200v3
Potri.009G105300	POPTR_009G105300v3
Potri.009G105400	POPTR_009G105400v3
Potri.009G105500	POPTR_009G105500v3
Potri.009G105600	POPTR_009G105600v3
Potri.009G105700	POPTR_009G105700v3
Potri.009G105900	POPTR_009G105900v3
Potri.009G106000	POPTR_009G106000v3
Potri.009G106100	POPTR_009G106100v3
Potri.009G106200	POPTR_009G106200v3
Potri.009G106300	POPTR_009G106300v3
Potri.009G106400	POPTR_009G106400v3
Potri.009G106500	POPTR_009G106500v3
Potri.009G106600	POPTR_009G106600v3
Potri.009G106700	POPTR_009G106700v3
Potri.009G106800	POPTR_009G106800v3
Potri.009G106900	POPTR_009G106900v3
Potri.009G107200	POPTR_009G107200v3
Potri.009G107500	POPTR_009G107500v3
Potri.009G107600	POPTR_009G107600v3
Potri.009G107800	POPTR_009G107800v3
Potri.009G108000	POPTR_009G108000v3
Potri.009G108100	POPTR_009G108100v3
Potri.009G108200	POPTR_009G108200v3
Potri.009G108300	POPTR_009G108300v3
Potri.009G108400	POPTR_009G108400v3
Potri.009G108500	POPTR_009G108500v3
Potri.009G108600	POPTR_009G108600v3
Potri.009G108700	POPTR_009G108700v3
Potri.009G108900	POPTR_009G108900v3
Potri.009G109100	POPTR_009G109100v3
Potri.009G109200	POPTR_009G109200v3
Potri.009G109300	POPTR_009G109300v3
Potri.009G109400	POPTR_009G109400v3
Potri.009G109500	POPTR_009G109500v3
Potri.009G109700	POPTR_009G109700v3
Potri.009G109800	POPTR_009G109800v3
Potri.009G109900	POPTR_009G109900v3
Potri.009G110000	POPTR_009G110000v3
Potri.009G110100	POPTR_009G110100v3
Potri.009G110200	POPTR_009G110200v3
Potri.009G110400	POPTR_009G110400v3
Potri.009G110500	POPTR_009G110500v3
Potri.009G110600	POPTR_009G110600v3
Potri.009G110700	POPTR_009G110700v3
Potri.009G110800	POPTR_009G110800v3
Potri.009G110901	POPTR_009G110901v3
Potri.009G111000	POPTR_009G111000v3
Potri.009G111100	POPTR_009G111100v3
Potri.009G111200	POPTR_009G111200v3
Potri.009G113300	POPTR_009G113300v3
Potri.009G113400	POPTR_009G113400v3
Potri.009G113500	POPTR_009G113500v3
Potri.009G113600	POPTR_009G113600v3
Potri.009G113700	POPTR_009G113700v3
Potri.009G113900	POPTR_009G113900v3
Potri.009G114001	POPTR_009G114001v3
Potri.009G114300	POPTR_009G114300v3
Potri.009G114400	POPTR_009G114400v3
Potri.009G114600	POPTR_009G114600v3
Potri.009G114900	POPTR_009G114900v3
Potri.009G115000	POPTR_009G115000v3
Potri.009G115100	POPTR_009G115100v3
Potri.009G115200	POPTR_009G115200v3
Potri.009G115300	POPTR_009G115300v3
Potri.009G115400	POPTR_009G115400v3
Potri.009G115500	POPTR_009G115500v3
Potri.009G115600	POPTR_009G115600v3
Potri.009G115800	POPTR_009G115800v3
Potri.009G115900	POPTR_009G115900v3
Potri.009G116000	POPTR_009G116000v3
Potri.009G116100	POPTR_009G116100v3
Potri.009G116200	POPTR_009G116200v3
Potri.009G116300	POPTR_009G116300v3
Potri.009G116400	POPTR_009G116400v3
Potri.009G116600	POPTR_009G116600v3
Potri.009G116700	POPTR_009G116700v3
Potri.009G116800	POPTR_009G116800v3
Potri.009G116900	POPTR_009G116900v3
Potri.009G117000	POPTR_009G117000v3
Potri.009G117100	POPTR_009G117100v3
Potri.009G117200	POPTR_009G117200v3
Potri.009G117300	POPTR_009G117300v3
Potri.009G117500	POPTR_009G117500v3
Potri.009G117800	POPTR_009G117800v3
Potri.009G117900	POPTR_009G117900v3
Potri.009G118000	POPTR_009G118000v3
Potri.009G118100	POPTR_009G118100v3
Potri.009G118300	POPTR_009G118300v3
Potri.009G118400	POPTR_009G118400v3
Potri.009G118500	POPTR_009G118500v3
Potri.009G118651	POPTR_009G118651v3
Potri.009G118700	POPTR_009G118700v3
Potri.009G118800	POPTR_009G118800v3
Potri.009G118900	POPTR_009G118900v3
Potri.009G119000	POPTR_009G119000v3
Potri.009G119066	POPTR_T171900v3
Potri.009G119132	POPTR_T172000v3
Potri.009G119200	POPTR_009G119200v3
Potri.009G119300	POPTR_009G119300v3
Potri.009G119400	POPTR_009G119400v3
Potri.009G119500	POPTR_009G119500v3
Potri.009G119650	POPTR_009G119650v3
Potri.009G119700	POPTR_009G119700v3
Potri.009G119800	POPTR_009G119800v3
Potri.009G119900	POPTR_009G119900v3
Potri.009G120000	POPTR_009G120000v3
Potri.009G120100	POPTR_009G120100v3
Potri.009G120200	POPTR_009G120200v3
Potri.009G120300	POPTR_009G120300v3
Potri.009G120400	POPTR_009G120400v3
Potri.009G120500	POPTR_009G120500v3
Potri.009G120600	POPTR_009G120600v3
Potri.009G120700	POPTR_009G120700v3
Potri.009G120800	POPTR_009G120800v3
Potri.009G120900	POPTR_009G120900v3
Potri.009G121000	POPTR_009G121000v3
Potri.009G121200	POPTR_009G121200v3
Potri.009G121300	POPTR_009G121300v3
Potri.009G121400	POPTR_009G121400v3
Potri.009G121500	POPTR_009G121500v3
Potri.009G121600	POPTR_009G121600v3
Potri.009G121700	POPTR_009G121700v3
Potri.009G121800	POPTR_009G121800v3
Potri.009G122000	POPTR_009G122000v3
Potri.009G122100	POPTR_009G122100v3
Potri.009G122300	POPTR_009G122300v3
Potri.009G122500	POPTR_009G122500v3
Potri.009G122600	POPTR_009G122600v3
Potri.009G122900	POPTR_009G122900v3
Potri.009G123100	POPTR_009G123100v3
Potri.009G123200	POPTR_009G123200v3
Potri.009G123400	POPTR_009G123400v3
Potri.009G123600	POPTR_009G123600v3
Potri.009G123700	POPTR_009G123700v3
Potri.009G123800	POPTR_009G123800v3
Potri.009G123900	POPTR_009G123900v3
Potri.009G124000	POPTR_009G124000v3
Potri.009G124100	POPTR_009G124100v3
Potri.009G124200	POPTR_009G124200v3
Potri.009G124400	POPTR_009G124400v3
Potri.009G124500	POPTR_009G124500v3
Potri.009G124600	POPTR_009G124600v3
Potri.009G124700	POPTR_009G124700v3
Potri.009G124800	POPTR_009G124800v3
Potri.009G124900	POPTR_009G124900v3
Potri.009G125000	POPTR_009G125000v3
Potri.009G125100	POPTR_009G125100v3
Potri.009G125200	POPTR_009G125200v3
Potri.009G125300	POPTR_009G125300v3
Potri.009G125400	POPTR_009G125400v3
Potri.009G125500	POPTR_009G125500v3
Potri.009G125600	POPTR_009G125600v3
Potri.009G125700	POPTR_009G125700v3
Potri.009G125832	POPTR_009G125832v3
Potri.009G125900	POPTR_009G125900v3
Potri.009G126000	POPTR_009G126000v3
Potri.009G126100	POPTR_009G126100v3
Potri.009G126200	POPTR_009G126200v3
Potri.009G126300	POPTR_009G126300v3
Potri.009G126400	POPTR_009G126400v3
Potri.009G126500	POPTR_009G126500v3
Potri.009G126600	POPTR_009G126600v3
Potri.009G126700	POPTR_009G126700v3
Potri.009G126900	POPTR_009G126900v3
Potri.009G127100	POPTR_009G127100v3
Potri.009G127300	POPTR_009G127300v3
Potri.009G127400	POPTR_009G127400v3
Potri.009G127500	POPTR_009G127500v3
Potri.009G127600	POPTR_009G127600v3
Potri.009G127700	POPTR_009G127700v3
Potri.009G127800	POPTR_009G127800v3
Potri.009G127900	POPTR_009G127900v3
Potri.009G128000	POPTR_009G128000v3
Potri.009G128100	POPTR_009G128100v3
Potri.009G128300	POPTR_009G128300v3
Potri.009G128500	POPTR_009G128500v3
Potri.009G128800	POPTR_009G128800v3
Potri.009G128900	POPTR_009G128900v3
Potri.009G129000	POPTR_009G129000v3
Potri.009G129200	POPTR_009G129200v3
Potri.009G129301	POPTR_009G129301v3
Potri.009G129400	POPTR_009G129400v3
Potri.009G129500	POPTR_009G129500v3
Potri.009G129600	POPTR_009G129600v3
Potri.009G129700	POPTR_009G129700v3
Potri.009G129800	POPTR_009G129800v3
Potri.009G129900	POPTR_009G129900v3
Potri.009G130000	POPTR_009G130000v3
Potri.009G130100	POPTR_009G130100v3
Potri.009G130200	POPTR_009G130200v3
Potri.009G130400	POPTR_009G130400v3
Potri.009G130500	POPTR_009G130500v3
Potri.009G130600	POPTR_009G130600v3
Potri.009G130700	POPTR_009G130700v3
Potri.009G130900	POPTR_009G130900v3
Potri.009G131000	POPTR_009G131000v3
Potri.009G131100	POPTR_009G131100v3
Potri.009G131200	POPTR_009G131200v3
Potri.009G131300	POPTR_009G131300v3
Potri.009G131500	POPTR_009G131500v3
Potri.009G131600	POPTR_009G131600v3
Potri.009G131700	POPTR_009G131700v3
Potri.009G131800	POPTR_009G131800v3
Potri.009G131900	POPTR_009G131900v3
Potri.009G132000	POPTR_009G132000v3
Potri.009G132100	POPTR_009G132100v3
Potri.009G132200	POPTR_009G132200v3
Potri.009G132400	POPTR_009G132400v3
Potri.009G132500	POPTR_009G132500v3
Potri.009G132700	POPTR_009G132700v3
Potri.009G132800	POPTR_009G132800v3
Potri.009G132900	POPTR_009G132900v3
Potri.009G133000	POPTR_009G133000v3
Potri.009G133100	POPTR_009G133100v3
Potri.009G133300	POPTR_009G133300v3
Potri.009G133400	POPTR_009G133400v3
Potri.009G133500	POPTR_009G133500v3
Potri.009G133600	POPTR_009G133600v3
Potri.009G133800	POPTR_009G133800v3
Potri.009G133900	POPTR_009G133900v3
Potri.009G134000	POPTR_009G134000v3
Potri.009G134100	POPTR_009G134100v3
Potri.009G134200	POPTR_009G134200v3
Potri.009G134300	POPTR_009G134300v3
Potri.009G134400	POPTR_009G134400v3
Potri.009G134500	POPTR_009G134500v3
Potri.009G134600	POPTR_009G134600v3
Potri.009G134700	POPTR_009G134700v3
Potri.009G134800	POPTR_009G134800v3
Potri.009G134900	POPTR_009G134900v3
Potri.009G135000	POPTR_009G135000v3
Potri.009G135100	POPTR_009G135100v3
Potri.009G135300	POPTR_009G135300v3
Potri.009G135400	POPTR_009G135400v3
Potri.009G135500	POPTR_009G135500v3
Potri.009G135600	POPTR_009G135600v3
Potri.009G135800	POPTR_009G135800v3
Potri.009G135900	POPTR_009G135900v3
Potri.009G136000	POPTR_009G136000v3
Potri.009G136100	POPTR_009G136100v3
Potri.009G136200	POPTR_009G136200v3
Potri.009G136300	POPTR_009G136300v3
Potri.009G136400	POPTR_009G136400v3
Potri.009G136600	POPTR_009G136600v3
Potri.009G136700	POPTR_009G136700v3
Potri.009G136800	POPTR_009G136800v3
Potri.009G136900	POPTR_009G136900v3
Potri.009G137000	POPTR_009G137000v3
Potri.009G137200	POPTR_009G137200v3
Potri.009G137400	POPTR_009G137400v3
Potri.009G137500	POPTR_009G137500v3
Potri.009G137600	POPTR_009G137600v3
Potri.009G137800	POPTR_009G137800v3
Potri.009G138000	POPTR_009G138000v3
Potri.009G138100	POPTR_009G138100v3
Potri.009G138200	POPTR_009G138200v3
Potri.009G138400	POPTR_009G138400v3
Potri.009G138600	POPTR_009G138600v3
Potri.009G138700	POPTR_009G138700v3
Potri.009G138800	POPTR_009G138800v3
Potri.009G138900	POPTR_009G138900v3
Potri.009G139000	POPTR_009G139000v3
Potri.009G139200	POPTR_009G139200v3
Potri.009G139300	POPTR_009G139300v3
Potri.009G139400	POPTR_009G139400v3
Potri.009G139500	POPTR_009G139500v3
Potri.009G139600	POPTR_009G139600v3
Potri.009G139700	POPTR_009G139700v3
Potri.009G139800	POPTR_009G139800v3
Potri.009G139900	POPTR_009G139900v3
Potri.009G140000	POPTR_009G140000v3
Potri.009G140100	POPTR_009G140100v3
Potri.009G140200	POPTR_009G140200v3
Potri.009G140300	POPTR_009G140300v3
Potri.009G140400	POPTR_009G140400v3
Potri.009G140500	POPTR_009G140500v3
Potri.009G140600	POPTR_009G140600v3
Potri.009G140750	POPTR_009G140750v3
Potri.009G140800	POPTR_009G140800v3
Potri.009G140900	POPTR_009G140900v3
Potri.009G141000	POPTR_009G141000v3
Potri.009G141100	POPTR_009G141100v3
Potri.009G141300	POPTR_009G141300v3
Potri.009G141400	POPTR_009G141400v3
Potri.009G141600	POPTR_009G141600v3
Potri.009G141700	POPTR_009G141700v3
Potri.009G141800	POPTR_009G141800v3
Potri.009G142000	POPTR_009G142000v3
Potri.009G142150	POPTR_T175200v3
Potri.009G142300	POPTR_009G142300v3
Potri.009G142400	POPTR_009G142400v3
Potri.009G142500	POPTR_009G142500v3
Potri.009G142600	POPTR_009G142600v3
Potri.009G142700	POPTR_009G142700v3
Potri.009G142800	POPTR_009G142800v3
Potri.009G142900	POPTR_009G142900v3
Potri.009G143000	POPTR_009G143000v3
Potri.009G143100	POPTR_009G143100v3
Potri.009G143200	POPTR_009G143200v3
Potri.009G143300	POPTR_009G143300v3
Potri.009G143400	POPTR_009G143400v3
Potri.009G143500	POPTR_009G143500v3
Potri.009G143600	POPTR_009G143600v3
Potri.009G143700	POPTR_009G143700v3
Potri.009G143800	POPTR_009G143800v3
Potri.009G144000	POPTR_009G144000v3
Potri.009G144100	POPTR_009G144100v3
Potri.009G144300	POPTR_009G144300v3
Potri.009G144500	POPTR_009G144500v3
Potri.009G144550	POPTR_009G144550v3
Potri.009G144600	POPTR_009G144600v3
Potri.009G144800	POPTR_009G144800v3
Potri.009G144900	POPTR_009G144900v3
Potri.009G145000	POPTR_009G145000v3
Potri.009G145100	POPTR_009G145100v3
Potri.009G145200	POPTR_009G145200v3
Potri.009G145400	POPTR_009G145400v3
Potri.009G145700	POPTR_009G145700v3
Potri.009G146000	POPTR_009G146000v3
Potri.009G146100	POPTR_009G146100v3
Potri.009G146200	POPTR_009G146200v3
Potri.009G146300	POPTR_009G146300v3
Potri.009G146400	POPTR_009G146400v3
Potri.009G146500	POPTR_009G146500v3
Potri.009G146700	POPTR_009G146700v3
Potri.009G146800	POPTR_009G146800v3
Potri.009G147000	POPTR_009G147000v3
Potri.009G147100	POPTR_009G147100v3
Potri.009G147201	POPTR_009G147201v3
Potri.009G147500	POPTR_009G147500v3
Potri.009G147600	POPTR_009G147600v3
Potri.009G147700	POPTR_009G147700v3
Potri.009G147800	POPTR_009G147800v3
Potri.009G147900	POPTR_009G147900v3
Potri.009G148000	POPTR_009G148000v3
Potri.009G148100	POPTR_009G148100v3
Potri.009G148200	POPTR_009G148200v3
Potri.009G148300	POPTR_009G148300v3
Potri.009G148400	POPTR_009G148400v3
Potri.009G148500	POPTR_009G148500v3
Potri.009G148600	POPTR_009G148600v3
Potri.009G148700	POPTR_009G148700v3
Potri.009G148800	POPTR_009G148800v3
Potri.009G148900	POPTR_009G148900v3
Potri.009G149000	POPTR_009G149000v3
Potri.009G149100	POPTR_009G149100v3
Potri.009G149200	POPTR_009G149200v3
Potri.009G149300	POPTR_009G149300v3
Potri.009G149400	POPTR_009G149400v3
Potri.009G149600	POPTR_009G149600v3
Potri.009G149700	POPTR_009G149700v3
Potri.009G149900	POPTR_009G149900v3
Potri.009G150000	POPTR_009G150000v3
Potri.009G150100	POPTR_009G150100v3
Potri.009G150200	POPTR_009G150200v3
Potri.009G150300	POPTR_009G150300v3
Potri.009G150400	POPTR_009G150400v3
Potri.009G150500	POPTR_009G150500v3
Potri.009G150600	POPTR_009G150600v3
Potri.009G150800	POPTR_009G150800v3
Potri.009G151000	POPTR_009G151000v3
Potri.009G151100	POPTR_009G151100v3
Potri.009G151200	POPTR_009G151200v3
Potri.009G151300	POPTR_009G151300v3
Potri.009G151400	POPTR_009G151400v3
Potri.009G151500	POPTR_009G151500v3
Potri.009G151600	POPTR_009G151600v3
Potri.009G151700	POPTR_009G151700v3
Potri.009G151900	POPTR_009G151900v3
Potri.009G152000	POPTR_009G152000v3
Potri.009G152101	POPTR_009G152101v3
Potri.009G152200	POPTR_009G152200v3
Potri.009G152300	POPTR_009G152300v3
Potri.009G152500	POPTR_009G152500v3
Potri.009G152600	POPTR_009G152600v3
Potri.009G152800	POPTR_009G152800v3
Potri.009G152900	POPTR_009G152900v3
Potri.009G153000	POPTR_009G153000v3
Potri.009G153100	POPTR_009G153100v3
Potri.009G153200	POPTR_009G153200v3
Potri.009G153300	POPTR_009G153300v3
Potri.009G153500	POPTR_009G153500v3
Potri.009G153600	POPTR_009G153600v3
Potri.009G153700	POPTR_009G153700v3
Potri.009G153900	POPTR_009G153900v3
Potri.009G154100	POPTR_009G154100v3
Potri.009G154300	POPTR_009G154300v3
Potri.009G154500	POPTR_009G154500v3
Potri.009G154600	POPTR_009G154600v3
Potri.009G154900	POPTR_009G154900v3
Potri.009G155200	POPTR_009G155200v3
Potri.009G155300	POPTR_009G155300v3
Potri.009G155400	POPTR_009G155400v3
Potri.009G155500	POPTR_009G155500v3
Potri.009G155700	POPTR_009G155700v3
Potri.009G155800	POPTR_009G155800v3
Potri.009G156000	POPTR_009G156000v3
Potri.009G156200	POPTR_009G156200v3
Potri.009G156400	POPTR_009G156400v3
Potri.009G156500	POPTR_009G156500v3
Potri.009G156600	POPTR_009G156600v3
Potri.009G156800	POPTR_009G156800v3
Potri.009G156900	POPTR_009G156900v3
Potri.009G157000	POPTR_009G157000v3
Potri.009G157100	POPTR_009G157100v3
Potri.009G157201	POPTR_009G157201v3
Potri.009G157400	POPTR_009G157400v3
Potri.009G157500	POPTR_009G157500v3
